You need not to have called me up so late at night, 1
You must be tired after such a long trip, 1
You shouldn't talk back to your parents like that, 1
You shouldn't talk back like that, 1
You shouldn't have eaten so much ice cream, 1
You are right in a way, 1
Have you ever been to America, 1
ish if you go to America, 1
You had better not work too hard, 1
You don't exert yourself much, 1
You are too much letter-bound, 1
You cannot buy that judge, 1
Have you ever been to that village, 1
I wish you had told me the truth then, 1
Are you on the committee, 1
You should have taken a chance then, 1
Do you know how high the television tower is, 1
You must stick to your promise, 1
You're a philosopher, 1
You had better not associate with those men, 1
You are supposed to come at 7 o'clock, 1
You have to leave home at six, 1
You are expected to come by 5:00, 1
You must be at the station by 5 o'clock, 1
You must be here till five, 1
You look the way your father did thirty years ago, 1
You must keep quiet for a few days, 1
You'll be able to drive a car in a few days, 1
You may as well have a day off, 1
I would rather you had a day off, 1
Can you do it in one day, 1
You should have refused his offer, 1
You need to have breakfast, 1
Did you leave the window open, 1
You should by all means read the book, 1
You should be ashamed of your folly, 1
Are you doing what you think is right, 1
You are the only man in the world that I can call my friend, 1
It is better for you to do it now, 1
You made the mistake on purpose, 1
You had better set some money apart for your wedding, 1
You only started this job an hour ago, 1
Which party do you belong to, 1
You may as well tell me all about it, 1
You may choose either of the two books, 1
You have to report to the police at once, 1
All you have to do is wait on any customers that come to the shop, 1
You can't go naked in this hotel, 1
You must always keep your hands clean, 1
You are always digging at me about my clothes, 1
When did you begin learning German, 1
Please go on with your story, 1
Your story doesn't corroborate what I've heard before, 1
There may be some truth in your story, 1
Your story reminded me of my younger days, 1
Assuming your story is true, 1
Judging from what you say, 1
In the light of what you told us, 1
I can hardly hear you, 1
Omit needless words, 1
Please give me your permanent address, 1
Your parents didn't come, 1
Meg called you during your absence, 1
Your situation is analogous to mine, 1
I understand your position perfectly, 1
If I were in your situation, 1
 your theory, 1
I think your theory does not hold water, 1
Is there anything you want that you don't have, 1
Your summary is not up to par, 1
He came out shooting, 1
Your prophecy has come true, 1
Your friendship is most precious to me, 1
I admire you for your courage, 1
I admire your courage, 1
I admire your brave deed, 1
I rest on your promise, 1
I'll keep your problems in mind, 1
I see no analogy between your problem and mine, 1
You have lovely eyes, 1
Your eyes are red with crying, 1
Where are your eyes, 1
Your eyes have a certain magnetism, 1
Your driver's license has expired, 1
I will sell the boat in accordance with your orders, 1
Are you sure you want to put your life in her hands, 1
Write your name in capitals, 1
I know your name, 1
Didn't you hear your name called, 1
Your daughter is not a child any more, 1
I admire your ignorance, 1
I have no interest in putting my money into your dreams, 1
This business plan of yours seems almost too optimistic All I can say is I hope it's more than just wishful thinking, 1
Your dream will come true some day, 1
It won't be long before your dream comes true, 1
The day is sure to come when your dream will come true, 1
The day will surely come when your dream will come true, 1
The time will come when your dream will come true, 1
You have a regular pulse, 1
Tell me about your program for the future, 1
Your comic books are on the shelf, 1
How pretty your sister is, 1
What has become of your sister, 1
When did your sister leave Tokyo for London, 1
What grade is your sister in, 1
What's your real purpose, 1
Your book is double the size of mine, 1
Your book is on the desk, 1
I will be your guarantor, 1
Better to get advice from your lawyer, 1
I am sick of your complaint, 1
Your allotment is $20, 1
Your dress is unsuitable for the occasion, 1
Your room is out of order, 1
Your room is twice the size of mine, 1
Your room must always be kept clean, 1
You have been beaten Give in, 1
Your father's supporters are not limited to his friends, 1
Please give my regards to your father, 1
Your father went through all that trouble for your sake, 1
I'm tired of your complaints, 1
Your wrongdoing is a disgrace to our school, 1
Your smile always makes me happy, 1
Your estimation of him is a little high, 1
It's your move, 1
Your hair is too long, 1
Your hair really does look untidy, 1
Your remarks are off the point, 1
I can't help being a fool, 1
Your problem is similar to mine, 1
You should know better at your age, 1
At your age, 1
At your age, 1
Tell me about your daily life, 1
At your age you ought to support yourself, 1
Your second button is coming off, 1
You may read whichever book you like, 1
Without your consent, 1
Your motive was admirable, 1
Check your answers with his, 1
Check your answer with his, 1
Compare your answers with the teacher's, 1
Compare your answer with Tom's, 1
Your answer is to the point, 1
Your answer isn't correct Try again, 1
Your answer is right, 1
Your answer is anything but perfect, 1
Your answer is wrong, 1
Your answer is far from perfect, 1
Your answer is far from satisfactory, 1
If your answer is correct, 1
I think your answer is correct, 1
It doesn't matter whether your answer is right or wrong, 1
Your efforts will soon pay off, 1
I'm sure your efforts will result in success, 1
Your efforts will pay off one day, 1
Your efforts will bear fruit someday, 1
Your effort will be rewarded in the long run, 1
Your efforts will be rewarded in the long run, 1
I hope your efforts will bear fruit, 1
Come and see me when it is convenient for you, 1
You can come and see me whenever it's convenient for you, 1
I forget your phone number, 1
I forget your telephone number, 1
Had I known your telephone number, 1
May I use your phone, 1
Your suggestion came up at the meeting, 1
His proposal is out of the question, 1
Your suggestion amounts to an order, 1
Your suggestion will be rejected by the teacher, 1
Your proposal is a bit extreme, 1
Your suggestion is of no practical use, 1
I can't agree to your proposal on the ground that it is not fair and reasonable, 1
I am in favor of your proposal, 1
I cannot agree to your proposal, 1
There is certain to be some opposition to your suggestion, 1
I don't mean to object to your proposal, 1
Bring your brother with you, 1
Is there no alternative to what you propose, 1
Your brother said you'd gone to Paris, 1
You'll be paid according to the amount of work you do, 1
How many schools are there in your city, 1
Can I count on your loyalty, 1
I'll act on your advice, 1
If only I had taken your advice, 1
If it were not for your advice, 1
Without your advice, 1
If it had not been for your advice, 1
Your idea leaves nothing to be desired, 1
It's none of your business, 1
Mind your own business, 1
When is your birthday, 1
I will give you a bicycle for your birthday, 1
Your birthday is drawing near, 1
You shall have a bicycle for your birthday, 1
I'll find someone to fill in for you, 1
Aren't you being very rude, 1
There's no room for excuses when it comes to your negligence, 1
Your son has come of age, 1
Your son took part in the student movement, 1
Is this your son, 1
I cannot accept your gift, 1
I'm fed up with your constant complaining, 1
What's your major field, 1
Your explanation won't wash; it's too improbable to be true, 1
Your explanation sounds plausible, 1
Go back to your seat, 1
You may have good reason to think that your youth is over, 1
I can hear you, 1
Your voice carries well, 1
I don't for a moment doubt your honesty, 1
Your policy is mistaken, 1
Your marks were well below average this term, 1
I was glad to hear of your success, 1
I'm sure of your success, 1
Your success excites my envy, 1
Your success will largely depend upon how you will make good use of your opportunity, 1
Your success depends upon whether you work hard or not, 1
Your success depends on whether you pass the STEP examination or not, 1
Your success is the result of your hard work, 1
I am glad to hear of your success, 1
Which of your parents do you take after in character, 1
You're wide of the mark, 1
Your guess is entirely off the mark, 1
Your philosophy of life varies from mine, 1
You have no one but yourself to blame, 1
Your loving friend, 1
With reference to your request, 1
I read your new book with real delight, 1
Your new dress becomes you very well, 1
Let me put down your new phone number in my notebook, 1
Your behavior is creating a lot of problems, 1
I am far from pleased with your behavior, 1
What was it that caused you to change your mind, 1
I didn't mean to hurt you, 1
As you make your bed, 1
Your principles are not consistent with your actions, 1
I don't like your taste in color, 1
We will make an exception of your case, 1
The button on your coat is coming off, 1
I like the way you smile, 1
Let's have a serious talk about your future, 1
I hope you have a happy future ahead of you, 1
Your advice has helped me see the light regarding my future, 1
Your advice is always helpful to me, 1
I expect your help, 1
I don't need your help, 1
But for your help, 1
Without your help, 1
He is equal to the task, 1
We'll start whenever you are ready, 1
We will exempt you from attending, 1
When will your assignment be completed, 1
The ice will give under your weight, 1
Write your address here, 1
Your income is about twice as large as mine, 1
Your income is about twice as large as mine is, 1
Your income is three times larger than mine, 1
Your attendance at classes was irregular, 1
I'll miss your cooking, 1
This happened prior to receiving your letter, 1
I received your letter yesterday, 1
Your letter made me happy, 1
What position do you hold, 1
Are your hands clean, 1
Your argument is not any more convincing than that of my stubborn father, 1
Please lend me your car, 1
Pull your car out a bit, 1
Would you mind lending me your car, 1
Your car makes too much noise You should have it looked at, 1
Give me a lift in your car, 1
Compared with yours, 1
What have you done with your car, 1
It is important that you attach your photo to the application form, 1
May I take your picture, 1
I would like your picture, 1
Your question does not bear on the subject under discussion, 1
Your question is not relevant to the subject, 1
Your questions were too direct, 1
Your question is hard for me to answer, 1
You have Jim to thank for your failure, 1
Will you lend me your dictionary, 1
May I borrow your dictionary, 1
Look up the definition of 'guy' in your dictionary, 1
Look up the words in your dictionary, 1
Could you lend me your bicycle for a couple of days, 1
Your bicycle is similar to mine, 1
Your bike is better than mine, 1
Is your watch correct, 1
Your watch seems to be very valuable, 1
Your watch is similar to mine in shape and color, 1
Your watch is more expensive than mine, 1
Your watch is ten minutes slow, 1
What time is it by your watch, 1
Where are your things, 1
It is not my part to meddle in your affairs, 1
Your examination results are excellent, 1
Your point may be a little off target, 1
Just follow your heart, 1
The population of your city is about five times as large as that of my town, 1
Your sister enjoys watching sumo wrestling on TV, 1
Your sister's as beautiful as ever, 1
I am only too glad to help you with your work, 1
I think your work is all right, 1
Your work is below average, 1
Your work didn't come up to our expectations, 1
Your work comes short of the expected standard, 1
What do you do, 1
Your work has greatly improved, 1
How is your work coming along, 1
Don't take it amiss if I criticize your work, 1
When your business gets rolling we'll talk about an increase, 1
May we accompany you on your walk, 1
I left your umbrella in the bus, 1
All the compositions were good except yours, 1
Compare your composition with the example, 1
ish composition is above the average, 1
Your composition was good except for the spelling, 1
Your composition leaves nothing to be desired, 1
Your composition is very good, 1
Your composition is as good as ever, 1
Your composition is perfect except for a few mistakes, 1
Your composition is free from all grammatical mistakes, 1
There are few mistakes in your composition, 1
Your essay has some mistakes, 1
Your composition has a few mistakes, 1
When talking about your last results, 1
Explain to him the difficult situation you are in, 1
The trouble with you is that you talk too much, 1
What you have said doesn't apply to you, 1
Where do you come from, 1
Do you eat rice in your country, 1
You should come early in order for him to read your manuscript before your speech, 1
Your conduct is perfectly legal, 1
Your conduct doesn't become a gentleman, 1
Your behavior is in conflict with your principles, 1
Your behavior is quite out of place, 1
Your behavior is too extraordinary, 1
Your behavior admits of no excuse, 1
Your behavior leaves much to be desired, 1
You are not consistent in your actions, 1
Your action has offended his dignity, 1
Your conduct is beyond bearing, 1
What you did brought disgrace on the whole class, 1
I am ashamed of your conduct, 1
I cannot support your conduct, 1
I can't decide unless you tell me your plan, 1
Show me a fact which supports your idea, 1
Please sum up your idea, 1
Express your idea clearly, 1
We have decided to adopt your idea, 1
Your ideas are different from mine, 1
Your way of thinking is quite distinct from mine, 1
Your guess is almost right, 1
We all consider that your idea is impractical, 1
Your idea is absolutely impossible, 1
Your ideas are ahead of the times, 1
Your idea seems to be similar to mine, 1
Your view is too optimistic, 1
Your ideas are quite old fashioned, 1
